"","RC_ID","RC_Name","Region","Country","AverageIMD","IMDRegional","diff_IMDRegional","r_IMDRegional","IMDNational","diff_IMDNational","r_IMDNational"
"70","RC_EW_1209","Darlington; Darlington (North East; England)","North East","England",26.5002372881356,28.1453156306578,-1.64507834252222,"LESS DEPRIVED",21.6693926135672,4.83084467456843,"MORE DEPRIVED"
"71","RC_EW_1209","Darlington; Darlington (North East; England)","Yorkshire and The Humber","England",13.012,26.0016062707266,-12.9896062707266,"LESS DEPRIVED",21.6693926135672,-8.65739261356716,"LESS DEPRIVED"
"72","RC_EW_121","Kingswood Leisure Park; City of Kingston upon Hull (Yorkshire and The Humber; England)","Yorkshire and The Humber","England",32.4648,26.0016062707266,6.46319372927343,"MORE DEPRIVED",21.6693926135672,10.7954073864328,"MORE DEPRIVED"
"73","RC_EW_1217","Yoden Way; Peterlee; County Durham (North East; England)","North East","England",46.453,28.1453156306578,18.3076843693422,"MORE DEPRIVED",21.6693926135672,24.7836073864328,"MORE DEPRIVED"
"74","RC_EW_122","North Point Shopping Centre; City of Kingston upon Hull (Yorkshire and The Humber; England)","Yorkshire and The Humber","England",39.1668347107438,26.0016062707266,13.1652284400172,"MORE DEPRIVED",21.6693926135672,17.4974420971766,"MORE DEPRIVED"
"75","RC_EW_1230","Middlesbrough; Middlesbrough (North East; England)","North East","England",34.4707150837989,28.1453156306578,6.32539945314106,"MORE DEPRIVED",21.6693926135672,12.8013224702317,"MORE DEPRIVED"
"76","RC_EW_1232","Cleveland Retail Park; Redcar and Cleveland (North East; England)","North East","England",50.1641956521739,28.1453156306578,22.0188800215161,"MORE DEPRIVED",21.6693926135672,28.4948030386068,"MORE DEPRIVED"
"77","RC_EW_1233","Stockton-on-Tees; Stockton-on-Tees (North East; England)","North East","England",31.405298245614,28.1453156306578,3.25998261495622,"MORE DEPRIVED",21.6693926135672,9.73590563204687,"MORE DEPRIVED"
"78","RC_EW_1234","Portrack Interchange Retail Park; Stockton-on-Tees (North East; England)","North East","England",34.1621758241758,28.1453156306578,6.01686019351801,"MORE DEPRIVED",21.6693926135672,12.4927832106087,"MORE DEPRIVED"
"79","RC_EW_1245","Teesbay Retail Park; Hartlepool (North East; England)","North East","England",37.1617272727273,28.1453156306578,9.01641164206946,"MORE DEPRIVED",21.6693926135672,15.4923346591601,"MORE DEPRIVED"
"80","RC_EW_1247","Hartlepool; Hartlepool (North East; England)","North East","England",35.7889,28.1453156306578,7.64358436934218,"MORE DEPRIVED",21.6693926135672,14.1195073864328,"MORE DEPRIVED"
"81","RC_EW_125","Holderness Road; Wilmington; City of Kingston upon Hull (Yorkshire and The Humber; England)","Yorkshire and The Humber","England",45.0508888888889,26.0016062707266,19.0492826181623,"MORE DEPRIVED",21.6693926135672,23.3814962753217,"MORE DEPRIVED"
"82","RC_EW_1252","High Street; Spennymoor; County Durham (North East; England)","North East","England",29.92675,28.1453156306578,1.78143436934218,"MORE DEPRIVED",21.6693926135672,8.25735738643283,"MORE DEPRIVED"
"83","RC_EW_1253","Hope Street; Crook; County Durham (North East; England)","North East","England",33.3128333333333,28.1453156306578,5.16751770267551,"MORE DEPRIVED",21.6693926135672,11.6434407197662,"MORE DEPRIVED"
"84","RC_EW_1257","Durham; County Durham (North East; England)","North East","England",16.2276315789474,28.1453156306578,-11.9176840517104,"LESS DEPRIVED",21.6693926135672,-5.4417610346198,"LESS DEPRIVED"
"85","RC_EW_1262","Market Place; Thirsk; Hambleton (Yorkshire and The Humber; England)","Yorkshire and The Humber","England",14.8636,26.0016062707266,-11.1380062707266,"LESS DEPRIVED",21.6693926135672,-6.80579261356717,"LESS DEPRIVED"
"86","RC_EW_1268","Northallerton; Hambleton (Yorkshire and The Humber; England)","Yorkshire and The Humber","England",13.3011666666667,26.0016062707266,-12.7004396040599,"LESS DEPRIVED",21.6693926135672,-8.3682259469005,"LESS DEPRIVED"
"87","RC_EW_127","Kingston Retail Park; City of Kingston upon Hull (Yorkshire and The Humber; England)","Yorkshire and The Humber","England",53.013,26.0016062707266,27.0113937292734,"MORE DEPRIVED",21.6693926135672,31.3436073864328,"MORE DEPRIVED"
"88","RC_EW_1272","Filey; Scarborough (Yorkshire and The Humber; England)","Yorkshire and The Humber","England",26.2095,26.0016062707266,0.207893729273437,"MORE DEPRIVED",21.6693926135672,4.54010738643283,"MORE DEPRIVED"
"89","RC_EW_1274","Scarborough; Scarborough (Yorkshire and The Humber; England)","Yorkshire and The Humber","England",27.8067777777778,26.0016062707266,1.80517150705122,"MORE DEPRIVED",21.6693926135672,6.13738516421061,"MORE DEPRIVED"
"90","RC_EW_1279","Byron Place; County Durham (North East; England)","North East","England",34.5705981308411,28.1453156306578,6.4252825001833,"MORE DEPRIVED",21.6693926135672,12.901205517274,"MORE DEPRIVED"
"91","RC_EW_1290","Dalton Park Outlet; County Durham (North East; England)","North East","England",31.2630057142857,28.1453156306578,3.1176900836279,"MORE DEPRIVED",21.6693926135672,9.59361310071855,"MORE DEPRIVED"
"92","RC_EW_1293","Sunderland; Sunderland (North East; England)","North East","England",29.6570894308943,28.1453156306578,1.51177380023649,"MORE DEPRIVED",21.6693926135672,7.98769681732714,"MORE DEPRIVED"
"93","RC_EW_1300","Anchor Retail Park; Hartlepool (North East; England)","North East","England",35.6551063829787,28.1453156306578,7.50979075232091,"MORE DEPRIVED",21.6693926135672,13.9857137694116,"MORE DEPRIVED"
"94","RC_EW_1304","High Street; Hythe; Folkestone and Hythe (South East; England)","South East","England",18.5715714285714,15.4774318097362,3.09413961883527,"MORE DEPRIVED",21.6693926135672,-3.09782118499574,"LESS DEPRIVED"
"95","RC_EW_1306","Cheriton High Street; Morehall; Folkestone and Hythe (South East; England)","South East","England",23.53495,15.4774318097362,8.05751819026384,"MORE DEPRIVED",21.6693926135672,1.86555738643284,"MORE DEPRIVED"
"96","RC_EW_1309","Folkestone; Folkestone and Hythe (South East; England)","South East","England",27.2252580645161,15.4774318097362,11.74782625478,"MORE DEPRIVED",21.6693926135672,5.55586545094896,"MORE DEPRIVED"
"97","RC_EW_1311","Ashford; Ashford (South East; England)","South East","England",22.1683870967742,15.4774318097362,6.69095528703803,"MORE DEPRIVED",21.6693926135672,0.498994483207028,"MORE DEPRIVED"
"98","RC_EW_1312","Ashford Designer Outlet; Ashford (South East; England)","South East","England",21.1290192307692,15.4774318097362,5.65158742103307,"MORE DEPRIVED",21.6693926135672,-0.540373382797934,"LESS DEPRIVED"
"99","RC_EW_1313","Ashford Retail Park; Ashford (South East; England)","South East","England",20.2573333333333,15.4774318097362,4.77990152359718,"MORE DEPRIVED",21.6693926135672,-1.41205928023383,"LESS DEPRIVED"
"100","RC_EW_1314","Orbital Retail Park; Ashford (South East; England)","South East","England",21.3843055555556,15.4774318097362,5.9068737458194,"MORE DEPRIVED",21.6693926135672,-0.285087058011609,"LESS DEPRIVED"
"101","RC_EW_1317","Riverside Retail Park; Canterbury (South East; England)","South East","England",17.8237659574468,15.4774318097362,2.34633414771065,"MORE DEPRIVED",21.6693926135672,-3.84562665612036,"LESS DEPRIVED"
"102","RC_EW_1318","Canterbury; Canterbury (South East; England)","South East","England",17.90576,15.4774318097362,2.42832819026384,"MORE DEPRIVED",21.6693926135672,-3.76363261356716,"LESS DEPRIVED"
"103","RC_EW_1320","Stour Retail Park; Canterbury (South East; England)","South East","England",19.95824,15.4774318097362,4.48080819026384,"MORE DEPRIVED",21.6693926135672,-1.71115261356717,"LESS DEPRIVED"
"104","RC_EW_1323","Dover; Dover (South East; England)","South East","England",30.1875714285714,15.4774318097362,14.7101396188353,"MORE DEPRIVED",21.6693926135672,8.51817881500426,"MORE DEPRIVED"
"105","RC_EW_1324","Preston Street; Faversham; Swale (South East; England)","South East","England",20.5399090909091,15.4774318097362,5.06247728117293,"MORE DEPRIVED",21.6693926135672,-1.12948352265807,"LESS DEPRIVED"
"106","RC_EW_1325","Northdown Road; Cliftonville; Thanet (South East; England)","South East","England",44.1564375,15.4774318097362,28.6790056902638,"MORE DEPRIVED",21.6693926135672,22.4870448864328,"MORE DEPRIVED"
"107","RC_EW_1328","High Street; Broadstairs; Thanet (South East; England)","South East","England",14.5055,15.4774318097362,-0.971931809736159,"LESS DEPRIVED",21.6693926135672,-7.16389261356717,"LESS DEPRIVED"
"108","RC_EW_1329","Ramsgate; Thanet (South East; England)","South East","England",29.016,15.4774318097362,13.5385681902638,"MORE DEPRIVED",21.6693926135672,7.34660738643283,"MORE DEPRIVED"
"109","RC_EW_1330","Dumpton Park Drive; Ramsgate; Thanet (South East; England)","South East","England",32.8059333333333,15.4774318097362,17.3285015235972,"MORE DEPRIVED",21.6693926135672,11.1365407197662,"MORE DEPRIVED"
"110","RC_EW_1332","High Street; Margate; Thanet (South East; England)","South East","England",47.003,15.4774318097362,31.5255681902638,"MORE DEPRIVED",21.6693926135672,25.3336073864328,"MORE DEPRIVED"
"111","RC_EW_1335","Margate Road; Westwood; Thanet (South East; England)","South East","England",27.434,15.4774318097362,11.9565681902638,"MORE DEPRIVED",21.6693926135672,5.76460738643284,"MORE DEPRIVED"
"112","RC_EW_1339","Herne Bay; Canterbury (South East; England)","South East","England",18.710724137931,15.4774318097362,3.23329232819488,"MORE DEPRIVED",21.6693926135672,-2.95866847563613,"LESS DEPRIVED"
"113","RC_EW_1343","High Street; Deal; Dover (South East; England)","South East","England",19.9153636363636,15.4774318097362,4.43793182662748,"MORE DEPRIVED",21.6693926135672,-1.75402897720353,"LESS DEPRIVED"
"114","RC_EW_1346","Uckfield; Wealden (South East; England)","South East","England",10.5567142857143,15.4774318097362,-4.92071752402187,"LESS DEPRIVED",21.6693926135672,-11.1126783278529,"LESS DEPRIVED"
"115","RC_EW_1348","Lewes; Lewes (South East; England)","South East","England",12.1282307692308,15.4774318097362,-3.34920104050539,"LESS DEPRIVED",21.6693926135672,-9.5411618443364,"LESS DEPRIVED"
"116","RC_EW_1358","Eastbourne; Eastbourne (South East; England)","South East","England",20.0945774647887,15.4774318097362,4.61714565505257,"MORE DEPRIVED",21.6693926135672,-1.57481514877843,"LESS DEPRIVED"
"117","RC_EW_1363","High Street; Hailsham; Wealden (South East; England)","South East","England",25.60925,15.4774318097362,10.1318181902638,"MORE DEPRIVED",21.6693926135672,3.93985738643284,"MORE DEPRIVED"
"118","RC_EW_1364","Langney Shopping Centre; Eastbourne (South East; England)","South East","England",20.1554761904762,15.4774318097362,4.67804438074003,"MORE DEPRIVED",21.6693926135672,-1.51391642309098,"LESS DEPRIVED"
"119","RC_EW_1365","Sovereign Harbour Retail Park; Eastbourne (South East; England)","South East","England",23.9974473684211,15.4774318097362,8.52001555868489,"MORE DEPRIVED",21.6693926135672,2.32805475485389,"MORE DEPRIVED"
"120","RC_EW_1370","Burgess Hill; Mid Sussex (South East; England)","South East","England",9.547,15.4774318097362,-5.93043180973616,"LESS DEPRIVED",21.6693926135672,-12.1223926135672,"LESS DEPRIVED"
"121","RC_EW_1372","South Road; Haywards Heath; Mid Sussex (South East; England)","South East","England",7.15970588235294,15.4774318097362,-8.31772592738322,"LESS DEPRIVED",21.6693926135672,-14.5096867312142,"LESS DEPRIVED"
"122","RC_EW_1379","Brighton and Hove; Brighton and Hove (South East; England)","South East","England",20.9425,15.4774318097362,5.46506819026384,"MORE DEPRIVED",21.6693926135672,-0.726892613567166,"LESS DEPRIVED"
"123","RC_EW_1385","Brighton Marina; Brighton and Hove (South East; England)","South East","England",24.5225405405405,15.4774318097362,9.04510873080438,"MORE DEPRIVED",21.6693926135672,2.85314792697337,"MORE DEPRIVED"
"124","RC_EW_1388","Seaford; Lewes (South East; England)","South East","England",13.0696666666667,15.4774318097362,-2.40776514306949,"LESS DEPRIVED",21.6693926135672,-8.5997259469005,"LESS DEPRIVED"
"125","RC_EW_1391","Fernbank Shopping Centre; Wealden (South East; England)","South East","England",9.64742307692308,15.4774318097362,-5.83000873281308,"LESS DEPRIVED",21.6693926135672,-12.0219695366441,"LESS DEPRIVED"
"126","RC_EW_1396","Royal Tunbridge Wells; Tunbridge Wells (South East; England)","South East","England",10.5069230769231,15.4774318097362,-4.97050873281308,"LESS DEPRIVED",21.6693926135672,-11.1624695366441,"LESS DEPRIVED"
"127","RC_EW_1397","High Street; Heathfield; Wealden (South East; England)","South East","England",7.818,15.4774318097362,-7.65943180973616,"LESS DEPRIVED",21.6693926135672,-13.8513926135672,"LESS DEPRIVED"
