"","RC_ID","RC_Name","Classification","imdAverage","imdNational","incomeAverage","incomeNational","employmentAverage","employmentNational","healthAverage","healthNational","educationAverage","educationNational","barriersAverage","barriersNational","crimeAverage","crimeNational","environmentAverage","environmentNational"
"18","RC_EW_1074","Riverside Retail Park; Nottingham (East Midlands; England)","Small Retail Park",22.7691666666667,"MORE DEPRIVED",0.132018518518519,"MORE DEPRIVED",0.0991666666666667,"LESS DEPRIVED",0.2595,"MORE DEPRIVED",26.7889814814815,"MORE DEPRIVED",20.2643333333333,"LESS DEPRIVED",-0.122962962962963,"LESS DEPRIVED",23.0707037037037,"MORE DEPRIVED"
"19","RC_EW_1077","Arnold; Gedling (East Midlands; England)","Town Centre",21.2329705882353,"LESS DEPRIVED",0.134529411764706,"MORE DEPRIVED",0.113514705882353,"MORE DEPRIVED",0.133044117647059,"MORE DEPRIVED",22.2583970588235,"MORE DEPRIVED",15.9503235294118,"LESS DEPRIVED",-0.0586176470588235,"LESS DEPRIVED",18.0390441176471,"LESS DEPRIVED"
"20","RC_EW_1078","Madford Retail Park; Gedling (East Midlands; England)","Large Retail Park",29.4325649717514,"MORE DEPRIVED",0.180344632768362,"MORE DEPRIVED",0.137627118644068,"MORE DEPRIVED",0.474322033898305,"MORE DEPRIVED",31.6710056497175,"MORE DEPRIVED",18.8797344632768,"LESS DEPRIVED",0.235169491525424,"MORE DEPRIVED",23.7602259887006,"MORE DEPRIVED"
"21","RC_EW_1082","Victoria Retail Park; Gedling (East Midlands; England)","Small Retail Park",19.7472702702703,"LESS DEPRIVED",0.133594594594595,"MORE DEPRIVED",0.109243243243243,"MORE DEPRIVED",-0.0202432432432432,"LESS DEPRIVED",24.1557297297297,"MORE DEPRIVED",13.4002162162162,"LESS DEPRIVED",-0.270864864864865,"LESS DEPRIVED",18.4225945945946,"LESS DEPRIVED"
"22","RC_EW_1086","Main Street; Bulwell; Nottingham (East Midlands; England)","Local Centre",46.3474,"MORE DEPRIVED",0.2718,"MORE DEPRIVED",0.202,"MORE DEPRIVED",1.1469,"MORE DEPRIVED",56.4024,"MORE DEPRIVED",21.1273,"LESS DEPRIVED",0.6225,"MORE DEPRIVED",27.278,"MORE DEPRIVED"
"23","RC_EW_1087","Springfield Retail Park; Nottingham (East Midlands; England)","Small Retail Park",36.3332448979592,"MORE DEPRIVED",0.219408163265306,"MORE DEPRIVED",0.164224489795918,"MORE DEPRIVED",0.743734693877551,"MORE DEPRIVED",44.423693877551,"MORE DEPRIVED",21.6166326530612,"LESS DEPRIVED",0.433142857142857,"MORE DEPRIVED",19.3500612244898,"LESS DEPRIVED"
"24","RC_EW_109","Willerby Shopping Park; East Riding of Yorkshire (Yorkshire and The Humber; England)","Small Retail Park",17.6183333333333,"LESS DEPRIVED",0.105977777777778,"LESS DEPRIVED",0.0902666666666667,"LESS DEPRIVED",-0.140266666666667,"LESS DEPRIVED",17.1074888888889,"LESS DEPRIVED",16.0866222222222,"LESS DEPRIVED",-0.156733333333333,"LESS DEPRIVED",23.0339555555556,"MORE DEPRIVED"
"25","RC_EW_1090","Ashgate Retail Park; Ashfield (East Midlands; England)","Small Retail Park",29.5468387096774,"MORE DEPRIVED",0.169838709677419,"MORE DEPRIVED",0.142322580645161,"MORE DEPRIVED",0.60658064516129,"MORE DEPRIVED",39.1588709677419,"MORE DEPRIVED",17.6437419354839,"LESS DEPRIVED",0.193387096774194,"MORE DEPRIVED",15.4162580645161,"LESS DEPRIVED"
"26","RC_EW_1091","Kettering; Kettering (East Midlands; England)","Town Centre",22.0125588235294,"MORE DEPRIVED",0.126882352941176,"LESS DEPRIVED",0.102470588235294,"MORE DEPRIVED",0.185235294117647,"MORE DEPRIVED",26.8574411764706,"MORE DEPRIVED",19.9512352941176,"LESS DEPRIVED",0.152147058823529,"MORE DEPRIVED",16.5355588235294,"LESS DEPRIVED"
"27","RC_EW_1096","Corby; Corby (East Midlands; England)","Town Centre",30.1139411764706,"MORE DEPRIVED",0.159470588235294,"MORE DEPRIVED",0.133117647058824,"MORE DEPRIVED",0.833558823529412,"MORE DEPRIVED",46.1707058823529,"MORE DEPRIVED",23.2674705882353,"MORE DEPRIVED",0.1745,"MORE DEPRIVED",9.53885294117647,"LESS DEPRIVED"
"28","RC_EW_11","Penzance; Cornwall (South West; England)","Town Centre",33.2015,"MORE DEPRIVED",0.203285714285714,"MORE DEPRIVED",0.165714285714286,"MORE DEPRIVED",0.466214285714286,"MORE DEPRIVED",21.9675,"MORE DEPRIVED",21.1172857142857,"LESS DEPRIVED",-0.191642857142857,"LESS DEPRIVED",47.76,"MORE DEPRIVED"
"29","RC_EW_1103","Phoenix Parkway Retail Park; Corby (East Midlands; England)","Small Retail Park",30.0508484848485,"MORE DEPRIVED",0.159878787878788,"MORE DEPRIVED",0.133151515151515,"MORE DEPRIVED",0.826909090909091,"MORE DEPRIVED",46.0678484848485,"MORE DEPRIVED",22.3532121212121,"MORE DEPRIVED",0.186727272727273,"MORE DEPRIVED",10.0888484848485,"LESS DEPRIVED"
"30","RC_EW_1107","Rushden; East Northamptonshire (East Midlands; England)","Town Centre",16.768,"LESS DEPRIVED",0.101952380952381,"LESS DEPRIVED",0.0839523809523809,"LESS DEPRIVED",-0.22247619047619,"LESS DEPRIVED",29.5029523809524,"MORE DEPRIVED",16.0846666666667,"LESS DEPRIVED",-0.20152380952381,"LESS DEPRIVED",13.1267142857143,"LESS DEPRIVED"
"31","RC_EW_111","Anlaby Retail Park; East Riding of Yorkshire (Yorkshire and The Humber; England)","Small Retail Park",24.1044363636364,"MORE DEPRIVED",0.141563636363636,"MORE DEPRIVED",0.109581818181818,"MORE DEPRIVED",0.126563636363636,"MORE DEPRIVED",25.5902909090909,"MORE DEPRIVED",15.6260181818182,"LESS DEPRIVED",0.183963636363636,"MORE DEPRIVED",27.5280545454545,"MORE DEPRIVED"
"32","RC_EW_1112","Kettering Retail Park; Kettering (East Midlands; England)","Small Retail Park",20.38184375,"LESS DEPRIVED",0.1208125,"LESS DEPRIVED",0.09734375,"LESS DEPRIVED",0.1095,"MORE DEPRIVED",26.50959375,"MORE DEPRIVED",18.62709375,"LESS DEPRIVED",0.02784375,"MORE DEPRIVED",14.00909375,"LESS DEPRIVED"
"33","RC_EW_1114","Wellingborough; Wellingborough (East Midlands; England)","Town Centre",24.2067567567568,"MORE DEPRIVED",0.140567567567568,"MORE DEPRIVED",0.109216216216216,"MORE DEPRIVED",0.255621621621622,"MORE DEPRIVED",32.5209459459459,"MORE DEPRIVED",22.4297837837838,"MORE DEPRIVED",0.362081081081081,"MORE DEPRIVED",12.7730810810811,"LESS DEPRIVED"
"34","RC_EW_1115","Castlefields Retail Park; Wellingborough (East Midlands; England)","Small Retail Park",22.6772045454545,"MORE DEPRIVED",0.133431818181818,"MORE DEPRIVED",0.10425,"MORE DEPRIVED",0.202613636363636,"MORE DEPRIVED",32.2742272727273,"MORE DEPRIVED",20.5019545454545,"LESS DEPRIVED",0.202090909090909,"MORE DEPRIVED",12.6255681818182,"LESS DEPRIVED"
"35","RC_EW_1118","Market Harborough; Harborough (East Midlands; England)","Town Centre",9.229,"LESS DEPRIVED",0.0706,"LESS DEPRIVED",0.0559333333333333,"LESS DEPRIVED",-0.772866666666667,"LESS DEPRIVED",14.6477333333333,"LESS DEPRIVED",14.1542666666667,"LESS DEPRIVED",-0.6562,"LESS DEPRIVED",8.15486666666667,"LESS DEPRIVED"
"36","RC_EW_1119","Weston Favell Shopping Centre; Northampton (East Midlands; England)","Large Retail Park",22.5921088435374,"MORE DEPRIVED",0.12243537414966,"LESS DEPRIVED",0.0947210884353741,"LESS DEPRIVED",0.252462585034014,"MORE DEPRIVED",26.6884489795918,"MORE DEPRIVED",23.1801156462585,"MORE DEPRIVED",0.381238095238095,"MORE DEPRIVED",17.2917142857143,"LESS DEPRIVED"
"37","RC_EW_1122","Oakham; Rutland (East Midlands; England)","Town Centre",7.46288888888889,"LESS DEPRIVED",0.0591111111111111,"LESS DEPRIVED",0.0536666666666667,"LESS DEPRIVED",-1.01644444444444,"LESS DEPRIVED",8.11233333333333,"LESS DEPRIVED",18.1783333333333,"LESS DEPRIVED",-1.21222222222222,"LESS DEPRIVED",11.2762222222222,"LESS DEPRIVED"
"38","RC_EW_1125","Boston; Boston (East Midlands; England)","Town Centre",22.24768,"MORE DEPRIVED",0.13088,"MORE DEPRIVED",0.09984,"LESS DEPRIVED",0.06872,"MORE DEPRIVED",43.97412,"MORE DEPRIVED",17.46896,"LESS DEPRIVED",-0.46468,"LESS DEPRIVED",16.61324,"LESS DEPRIVED"
"39","RC_EW_113","Hallgate; Cottingham; East Riding of Yorkshire (Yorkshire and The Humber; England)","Local Centre",11.0175555555556,"LESS DEPRIVED",0.0741111111111111,"LESS DEPRIVED",0.0792222222222222,"LESS DEPRIVED",-0.427222222222222,"LESS DEPRIVED",6.42055555555556,"LESS DEPRIVED",14.6615555555556,"LESS DEPRIVED",-0.176666666666667,"LESS DEPRIVED",11.6154444444444,"LESS DEPRIVED"
"40","RC_EW_1134","Belgrave Retail Park; Fenland (East of England; England)","Small Retail Park",31.6568823529412,"MORE DEPRIVED",0.169470588235294,"MORE DEPRIVED",0.133470588235294,"MORE DEPRIVED",0.789176470588235,"MORE DEPRIVED",50.5593529411765,"MORE DEPRIVED",23.7768235294118,"MORE DEPRIVED",0.300588235294118,"MORE DEPRIVED",14.1987647058824,"LESS DEPRIVED"
"41","RC_EW_1135","Wisbech; Fenland (East of England; England)","Town Centre",31.5544705882353,"MORE DEPRIVED",0.165352941176471,"MORE DEPRIVED",0.130176470588235,"MORE DEPRIVED",0.789764705882353,"MORE DEPRIVED",49.7874117647059,"MORE DEPRIVED",24.4947058823529,"MORE DEPRIVED",0.296235294117647,"MORE DEPRIVED",16.5435882352941,"LESS DEPRIVED"
"42","RC_EW_1139","High Street; March; Fenland (East of England; England)","Local Centre",24.3001,"MORE DEPRIVED",0.1406,"MORE DEPRIVED",0.1182,"MORE DEPRIVED",0.5632,"MORE DEPRIVED",33.3201,"MORE DEPRIVED",22.3157,"MORE DEPRIVED",-0.1047,"LESS DEPRIVED",10.4516,"LESS DEPRIVED"
"43","RC_EW_1140","Campbells Meadow Retail Park; King's Lynn and West Norfolk (East of England; England)","Large Retail Park",24.9833,"MORE DEPRIVED",0.1344,"MORE DEPRIVED",0.1103,"MORE DEPRIVED",0.5326,"MORE DEPRIVED",36.07745,"MORE DEPRIVED",21.81945,"MORE DEPRIVED",-0.486975,"LESS DEPRIVED",19.55275,"LESS DEPRIVED"
"44","RC_EW_1141","King's Lynn; King's Lynn and West Norfolk (East of England; England)","Major Town Centre",25.0408484848485,"MORE DEPRIVED",0.135151515151515,"MORE DEPRIVED",0.109090909090909,"MORE DEPRIVED",0.547545454545455,"MORE DEPRIVED",37.3405151515151,"MORE DEPRIVED",20.8420606060606,"LESS DEPRIVED",-0.380121212121212,"LESS DEPRIVED",17.2666060606061,"LESS DEPRIVED"
"45","RC_EW_1144","St. Nicholas Retail Park; King's Lynn and West Norfolk (East of England; England)","Small Retail Park",26.2669166666667,"MORE DEPRIVED",0.139583333333333,"MORE DEPRIVED",0.112208333333333,"MORE DEPRIVED",0.607291666666667,"MORE DEPRIVED",39.9235416666667,"MORE DEPRIVED",19.4516666666667,"LESS DEPRIVED",-0.18225,"LESS DEPRIVED",16.7319583333333,"LESS DEPRIVED"
"46","RC_EW_1145","High Street; Downham Market; King's Lynn and West Norfolk (East of England; England)","Local Centre",17.2875,"LESS DEPRIVED",0.095,"LESS DEPRIVED",0.0935,"LESS DEPRIVED",0.3055,"MORE DEPRIVED",25.7395,"MORE DEPRIVED",26.4395,"MORE DEPRIVED",-1.06,"LESS DEPRIVED",3.195,"LESS DEPRIVED"
"47","RC_EW_1149","Southgate; Sleaford; North Kesteven (East Midlands; England) - 1","Local Centre",15.5738888888889,"LESS DEPRIVED",0.120888888888889,"LESS DEPRIVED",0.0941111111111111,"LESS DEPRIVED",-0.444111111111111,"LESS DEPRIVED",21.4467777777778,"LESS DEPRIVED",16.1036666666667,"LESS DEPRIVED",-0.726444444444444,"LESS DEPRIVED",12.0066666666667,"LESS DEPRIVED"
"48","RC_EW_1151","Newark-on-Trent; Newark and Sherwood (East Midlands; England)","Town Centre",22.0196666666667,"MORE DEPRIVED",0.131814814814815,"MORE DEPRIVED",0.108703703703704,"MORE DEPRIVED",-0.00207407407407407,"LESS DEPRIVED",32.0391851851852,"MORE DEPRIVED",17.6706666666667,"LESS DEPRIVED",-0.0378518518518518,"LESS DEPRIVED",19.0832962962963,"LESS DEPRIVED"
"49","RC_EW_1152","Grantham; South Kesteven (East Midlands; England)","Market Town",20.4710666666667,"LESS DEPRIVED",0.132733333333333,"MORE DEPRIVED",0.1016,"MORE DEPRIVED",-0.0988,"LESS DEPRIVED",27.3626,"MORE DEPRIVED",20.4175333333333,"LESS DEPRIVED",-0.246666666666667,"LESS DEPRIVED",17.0512666666667,"LESS DEPRIVED"
"50","RC_EW_1156","Lincoln; Lincoln (East Midlands; England)","Major Town Centre",23.8972711864407,"MORE DEPRIVED",0.140898305084746,"MORE DEPRIVED",0.115322033898305,"MORE DEPRIVED",0.465152542372881,"MORE DEPRIVED",27.2980508474576,"MORE DEPRIVED",20.3513389830508,"LESS DEPRIVED",-0.179813559322034,"LESS DEPRIVED",14.7463728813559,"LESS DEPRIVED"
"51","RC_EW_116","Hull; Kingston upon Hull (Yorkshire and The Humber; England)","Major Town Centre",34.5456851851852,"MORE DEPRIVED",0.191935185185185,"MORE DEPRIVED",0.14462962962963,"MORE DEPRIVED",0.593518518518519,"MORE DEPRIVED",33.1451296296296,"MORE DEPRIVED",17.7168425925926,"LESS DEPRIVED",0.730555555555556,"MORE DEPRIVED",36.3334907407407,"MORE DEPRIVED"
"52","RC_EW_1162","Tritton Retail Park; Lincoln (East Midlands; England)","Small Retail Park",25.3148392857143,"MORE DEPRIVED",0.148875,"MORE DEPRIVED",0.121178571428571,"MORE DEPRIVED",0.5485,"MORE DEPRIVED",29.2689821428571,"MORE DEPRIVED",20.3596071428571,"LESS DEPRIVED",-0.0194107142857143,"LESS DEPRIVED",14.726,"LESS DEPRIVED"
"53","RC_EW_1163","High Street; St Catherines; Lincoln (East Midlands; England)","District Centre",25.8454,"MORE DEPRIVED",0.1393,"MORE DEPRIVED",0.0985,"LESS DEPRIVED",0.7283,"MORE DEPRIVED",29.4254,"MORE DEPRIVED",20.0421,"LESS DEPRIVED",0.3227,"MORE DEPRIVED",29.1669,"MORE DEPRIVED"
"54","RC_EW_117","Newland Avenue; Newland; City of Kingston upon Hull (Yorkshire and The Humber; England)","District Centre",33.49395,"MORE DEPRIVED",0.1624,"MORE DEPRIVED",0.11755,"MORE DEPRIVED",0.7352,"MORE DEPRIVED",25.323,"MORE DEPRIVED",19.6438,"LESS DEPRIVED",1.1149,"MORE DEPRIVED",48.70655,"MORE DEPRIVED"
"55","RC_EW_1170","Parkway Shopping Centre; Middlesbrough (North East; England)","Large Retail Park",34.5785422535211,"MORE DEPRIVED",0.216161971830986,"MORE DEPRIVED",0.167823943661972,"MORE DEPRIVED",0.926781690140845,"MORE DEPRIVED",33.9258521126761,"MORE DEPRIVED",15.293,"LESS DEPRIVED",0.411323943661972,"MORE DEPRIVED",9.72016197183099,"LESS DEPRIVED"
"56","RC_EW_1172","Westgate; Guisborough; Redcar and Cleveland (North East; England)","Market Town",22.4688571428571,"MORE DEPRIVED",0.146142857142857,"MORE DEPRIVED",0.122428571428571,"MORE DEPRIVED",0.511714285714286,"MORE DEPRIVED",18.597,"LESS DEPRIVED",14.5678571428571,"LESS DEPRIVED",0.056,"MORE DEPRIVED",7.66428571428571,"LESS DEPRIVED"
"57","RC_EW_1176","Whitby; Scarborough (Yorkshire and The Humber; England)","Market Town",27.9958333333333,"MORE DEPRIVED",0.151166666666667,"MORE DEPRIVED",0.136666666666667,"MORE DEPRIVED",0.744333333333333,"MORE DEPRIVED",28.436,"MORE DEPRIVED",14.8815,"LESS DEPRIVED",-0.237833333333333,"LESS DEPRIVED",33.3776666666667,"MORE DEPRIVED"
"58","RC_EW_1177","Church Street; Whitby; Scarborough (Yorkshire and The Humber; England)","Local Centre",28.559625,"MORE DEPRIVED",0.1555,"MORE DEPRIVED",0.130375,"MORE DEPRIVED",0.69325,"MORE DEPRIVED",35.6315,"MORE DEPRIVED",18.26175,"LESS DEPRIVED",-0.242,"LESS DEPRIVED",30.596875,"MORE DEPRIVED"
"59","RC_EW_1178","Redcar; Redcar and Cleveland (North East; England)","Town Centre",29.6234814814815,"MORE DEPRIVED",0.179037037037037,"MORE DEPRIVED",0.163481481481481,"MORE DEPRIVED",0.86162962962963,"MORE DEPRIVED",23.0672592592593,"MORE DEPRIVED",13.7042222222222,"LESS DEPRIVED",0.245925925925926,"MORE DEPRIVED",9.52011111111111,"LESS DEPRIVED"
"60","RC_EW_1183","Middle Street South; Driffield; East Riding of Yorkshire (Yorkshire and The Humber; England)","Market Town",14.308125,"LESS DEPRIVED",0.090125,"LESS DEPRIVED",0.08375,"LESS DEPRIVED",-0.224875,"LESS DEPRIVED",22.24425,"MORE DEPRIVED",15.95,"LESS DEPRIVED",-0.744125,"LESS DEPRIVED",15.189125,"LESS DEPRIVED"
"61","RC_EW_1185","Malton; Ryedale (Yorkshire and The Humber; England)","Town Centre",15.5997142857143,"LESS DEPRIVED",0.104285714285714,"LESS DEPRIVED",0.081,"LESS DEPRIVED",-0.196,"LESS DEPRIVED",25.7914285714286,"MORE DEPRIVED",14.9761428571429,"LESS DEPRIVED",-0.880285714285714,"LESS DEPRIVED",19.8327142857143,"LESS DEPRIVED"
"62","RC_EW_1186","Seamer Road Retail Park; Scarborough (Yorkshire and The Humber; England)","Small Retail Park",30.5174473684211,"MORE DEPRIVED",0.172,"MORE DEPRIVED",0.145710526315789,"MORE DEPRIVED",0.658394736842105,"MORE DEPRIVED",34.0141315789474,"MORE DEPRIVED",17.8232368421053,"LESS DEPRIVED",-0.113368421052632,"LESS DEPRIVED",26.7894736842105,"MORE DEPRIVED"
"63","RC_EW_1188","Market Place; Pickering; Ryedale (Yorkshire and The Humber; England)","Local Centre",14.376,"LESS DEPRIVED",0.103,"LESS DEPRIVED",0.084,"LESS DEPRIVED",-0.46525,"LESS DEPRIVED",21.638,"LESS DEPRIVED",13.12325,"LESS DEPRIVED",-1.121,"LESS DEPRIVED",22.40925,"MORE DEPRIVED"
"64","RC_EW_1197","High Street; Yarm; Stockton-on-Tees (North East; England)","Local Centre",8.4628,"LESS DEPRIVED",0.0705,"LESS DEPRIVED",0.0665,"LESS DEPRIVED",-0.2957,"LESS DEPRIVED",6.7532,"LESS DEPRIVED",12.5201,"LESS DEPRIVED",-0.8817,"LESS DEPRIVED",4.0541,"LESS DEPRIVED"
"65","RC_EW_1200","Teesside Retail Park; Stockton-on-Tees (North East; England)","Large Retail Park",34.0420828729282,"MORE DEPRIVED",0.214309392265193,"MORE DEPRIVED",0.168176795580111,"MORE DEPRIVED",0.977353591160221,"MORE DEPRIVED",33.4222375690608,"MORE DEPRIVED",14.1009889502762,"LESS DEPRIVED",0.371740331491713,"MORE DEPRIVED",9.03619337016575,"LESS DEPRIVED"
"66","RC_EW_1201","Pavilion Shopping Centre; Stockton-on-Tees (North East; England)","Large Retail Park",32.6323108108108,"MORE DEPRIVED",0.206601351351351,"MORE DEPRIVED",0.160871621621622,"MORE DEPRIVED",0.932331081081081,"MORE DEPRIVED",30.8393986486486,"MORE DEPRIVED",14.3487567567568,"LESS DEPRIVED",0.321635135135135,"MORE DEPRIVED",9.86068243243243,"LESS DEPRIVED"
"67","RC_EW_1203","Bishop Auckland Shopping Park; County Durham (North East; England)","Large Retail Park",31.0366056338028,"MORE DEPRIVED",0.193704225352113,"MORE DEPRIVED",0.163408450704225,"MORE DEPRIVED",0.827774647887324,"MORE DEPRIVED",29.5807605633803,"MORE DEPRIVED",14.4592394366197,"LESS DEPRIVED",0.46112676056338,"MORE DEPRIVED",6.43078873239437,"LESS DEPRIVED"
"68","RC_EW_1205","Bishop Auckland; County Durham (North East; England)","Town Centre",34.9303235294118,"MORE DEPRIVED",0.217529411764706,"MORE DEPRIVED",0.182705882352941,"MORE DEPRIVED",0.963058823529412,"MORE DEPRIVED",32.1731470588235,"MORE DEPRIVED",12.3231470588235,"LESS DEPRIVED",0.698588235294118,"MORE DEPRIVED",7.42567647058824,"LESS DEPRIVED"
"69","RC_EW_1209","Darlington; Darlington (North East; England)","Major Town Centre",26.2754333333333,"MORE DEPRIVED",0.158583333333333,"MORE DEPRIVED",0.12945,"MORE DEPRIVED",0.549383333333333,"MORE DEPRIVED",28.6860333333333,"MORE DEPRIVED",10.9271166666667,"LESS DEPRIVED",0.534916666666667,"MORE DEPRIVED",9.24861666666667,"LESS DEPRIVED"
